City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,vidim,56.41,103.11,75.92,55,0,4.21,RU,1593607177
282,gamba,-2.65,10.0,76.87,73,93,9.19,GA,1593607178
283,puerto escondido,15.85,-97.07,73.4,78,75,9.17,MX,1593607178
284,qaqortoq,60.72,-46.03,48.2,66,40,3.36,GL,1593607178
285,college,64.86,-147.8,39.99,93,40,2.26,US,1593607178
286,bondo,3.81,23.69,77.2,79,100,3.6,CD,1593607178
287,itororo,-15.12,-40.07,77.11,67,99,2.17,BR,1593607108
288,nhulunbuy,-12.23,136.77,73.4,83,14,4.7,AU,1593607179
289,moree,-29.47,149.85,48.2,76,0,10.29,AU,1593607179
290,kodiak,57.79,-152.41,51.8,76,1,8.05,US,1593607179
291,pisco,-13.7,-76.22,61.0,93,90,2.24,PE,1593607179
292,sechura,-5.56,-80.82,64.18,81,68,11.79,PE,1593607179
293,constitucion,-35.33,-72.42,51.22,84,100,12.8,CL,1593607179
294,kjollefjord,70.95,27.35,44.6,93,90,18.34,NO,1593607179
295,baykit,61.67,96.37,76.66,37,63,3.56,RU,1593607180
296,bom jesus,-9.07,-44.36,85.39,46,0,5.08,BR,1593607180
297,nishihara,26.18,127.76,78.8,88,75,12.75,JP,1593607180
298,maridi,4.92,29.47,78.33,83,79,4.32,SS,1593607180
299,broome,42.25,-75.83,63.0,93,90,4.7,US,1593607180
300,severnoye,56.35,78.36,73.18,86,100,5.55,RU,1593607181
301,mackay,-21.15,149.2,68.0,82,90,5.82,AU,1593607181
302,ust-kuyga,70.02,135.6,64.22,41,96,8.7,RU,1593607181
303,kargil,34.57,76.1,67.32,24,16,10.76,IN,1593607181
304,jala,21.08,-104.43,66.0,88,98,2.8,MX,1593607181
305,talaja,21.35,72.05,87.6,71,6,14.07,IN,1593607181
306,palanga,55.92,21.07,64.4,77,20,10.29,LT,1593607182
307,tari,12.41,4.49,92.64,42,0,4.23,NG,1593607182
308,myanaung,18.28,95.32,83.57,73,100,9.93,MM,1593607182
309,riyadh,24.69,46.72,113.0,13,0,4.7,SA,1593606952
310,virginia beach,36.85,-75.98,78.01,83,75,5.75,US,1593606905
311,bunia,1.57,30.25,78.64,55,100,2.06,CD,1593607182
312,puerto quijarro,-17.78,-57.77,68.49,55,64,7.74,BO,1593607182
313,torbat-e jam,35.24,60.62,93.33,11,0,21.34,IR,1593607183
314,bira,49.0,132.47,62.94,93,23,7.38,RU,1593607183
315,margate,51.38,1.39,70.0,61,15,5.01,GB,1593607183
316,upata,8.01,-62.4,79.0,85,0,1.99,VE,1593607183
317,nybro,56.74,15.91,70.0,52,40,18.34,SE,1593607183
318,maracas,-13.44,-40.43,69.82,68,37,3.51,BR,1593607183
319,midyat,37.42,41.34,104.0,11,75,4.7,TR,1593607183
320,porto novo,6.5,2.6,82.4,78,40,13.87,BJ,1593607184
321,haines junction,60.75,-137.51,48.94,77,100,2.04,CA,1593607184
322,kloulklubed,7.04,134.26,83.77,75,100,11.1,PW,1593607184
323,shediac,46.22,-64.54,64.99,100,90,4.7,CA,1593607184
324,portarlington,53.16,-7.19,57.0,94,100,1.01,IE,1593607184
325,severo-kurilsk,50.68,156.12,48.45,79,100,3.33,RU,1593607185
326,shimoda,34.67,138.95,70.0,93,100,24.92,JP,1593607185
327,kipushi,-11.77,27.23,75.2,47,40,11.41,CD,1593607185
328,ponta do sol,32.67,-17.1,73.0,64,32,0.56,PT,1593607185
329,ovsyanka,55.96,92.55,82.4,54,100,8.95,RU,1593607185
330,crib point,-38.35,145.2,59.0,65,82,17.49,AU,1593607185
331,dzaoudzi,-12.79,45.27,82.4,65,20,19.46,YT,1593607186
332,bubaque,11.28,-15.83,81.23,77,100,5.46,GW,1593607186
333,chandbali,20.78,86.77,87.24,73,67,16.87,IN,1593607186
334,luanda,-8.84,13.23,78.8,74,40,8.05,AO,1593607160
335,naantali,60.47,22.02,64.0,72,75,16.11,FI,1593607186
336,pedreiras,-4.57,-44.6,86.94,58,0,1.34,BR,1593607186
337,mayya,61.73,130.28,75.2,44,75,13.42,RU,1593607186
338,dakar,14.69,-17.44,84.2,74,40,4.7,SN,1593607187
339,hienghene,-20.68,164.93,64.45,75,0,8.14,NC,1593607187
340,riberalta,-10.98,-66.1,68.0,100,0,1.34,BO,1593607187
341,yanam,16.73,82.22,86.0,79,75,4.7,IN,1593607187
342,wasilla,61.58,-149.44,48.2,93,1,3.36,US,1593607178
343,kermen,42.5,26.25,89.6,33,20,6.93,BG,1593607187
344,nea palatia,38.32,23.8,96.01,19,0,5.99,GR,1593607187
345,moose factory,51.26,-80.61,73.4,73,1,5.82,CA,1593607188
346,colares,38.8,-9.45,78.01,68,40,13.87,PT,1593607188
347,roswell,34.02,-84.36,70.0,88,1,5.82,US,1593606918
348,porangatu,-13.44,-49.15,86.13,36,2,2.37,BR,1593607188
349,arraial do cabo,-22.97,-42.03,78.8,61,75,9.17,BR,1593607188
350,guaranda,-1.6,-79.0,58.26,62,38,3.69,EC,1593607188
351,geraldton,-28.77,114.6,57.2,87,90,9.17,AU,1593607189
352,tobermory,45.25,-81.67,63.79,81,0,5.82,CA,1593607189
353,la union,-5.4,-80.75,65.08,77,77,10.87,PE,1593607189
354,sioux lookout,50.1,-91.92,75.2,83,40,8.05,CA,1593607189
355,lorengau,-2.02,147.27,82.13,73,100,6.46,PG,1593607189
356,ixtapa,20.7,-105.2,79.0,88,40,2.33,MX,1593607189
357,hami,42.8,93.45,88.61,12,13,11.03,CN,1593607189
358,mogadishu,2.04,45.34,82.4,65,40,20.8,SO,1593607190
359,townsville,-19.25,146.8,71.6,73,90,17.22,AU,1593607190
360,khor,47.89,134.95,59.56,86,16,10.11,RU,1593607190
361,fort nelson,58.81,-122.7,54.59,94,100,5.61,CA,1593607190
362,sambava,-14.27,50.17,75.97,71,18,18.19,MG,1593607190
363,alice springs,-23.7,133.88,60.8,23,94,5.82,AU,1593606987
364,amuntai,-2.42,115.25,75.85,93,0,0.83,ID,1593607190
365,oranjemund,-28.55,16.43,75.76,21,0,8.57,NA,1593607191
366,kawalu,-7.38,108.21,73.33,92,99,2.28,ID,1593607191
367,yumen,40.28,97.2,82.54,13,87,7.36,CN,1593607191
368,dargaville,-35.93,173.88,48.16,74,0,6.96,NZ,1593607191
369,miquelon,47.1,-56.38,57.2,100,75,11.41,PM,1593607191
370,port moresby,-9.44,147.18,78.8,88,75,17.22,PG,1593607191
371,mnogovershinnyy,53.94,139.92,43.72,98,100,10.85,RU,1593607192
372,valleyview,55.07,-117.29,53.78,98,100,10.89,CA,1593607192
373,babstovo,48.12,132.48,64.98,93,74,8.7,RU,1593607192
374,boende,-0.22,20.87,83.23,63,97,1.99,CD,1593607192
375,san juan,-31.54,-68.54,43.81,60,0,4.41,AR,1593607192
376,harper,4.38,-7.72,79.97,69,99,6.89,LR,1593607192
377,mitsamiouli,-11.38,43.28,84.2,62,20,28.86,KM,1593607192
378,la rochelle,46.17,-1.15,69.8,77,90,14.99,FR,1593607192
379,manavgat,36.79,31.44,102.2,21,0,6.93,TR,1593607193
380,muzhi,65.37,64.67,63.7,44,98,7.74,RU,1593607193
381,rabo de peixe,37.8,-25.58,69.8,68,40,11.41,PT,1593607193
382,kikerino,59.47,29.63,59.0,82,75,11.18,RU,1593607193
383,scottsbluff,41.87,-103.67,51.8,66,1,5.82,US,1593607193
384,labuan,5.28,115.24,82.4,88,75,7.72,MY,1593607194
385,elko,41.0,-115.5,50.0,69,1,5.53,US,1593607194
386,padang,-0.95,100.35,79.81,74,77,1.28,ID,1593607012
387,nago,26.59,127.98,77.0,94,75,14.99,JP,1593607194
388,tupik,54.43,119.93,64.62,68,57,3.74,RU,1593607194
389,christchurch,-43.53,172.63,44.01,87,100,16.11,NZ,1593607129
390,bougouni,11.42,-7.48,82.31,68,100,4.65,ML,1593607195
391,fray bentos,-33.13,-58.3,45.0,89,68,18.99,UY,1593607195
392,luwuk,-0.95,122.79,76.41,81,100,3.58,ID,1593607195
393,inta,66.03,60.17,64.62,45,100,10.18,RU,1593607195
394,sao gabriel da cachoeira,-0.13,-67.09,78.75,86,13,1.7,BR,1593607195
395,ialibu,-6.28,143.99,57.31,99,100,1.83,PG,1593607195
396,huaiyuan,32.97,117.2,77.47,82,100,6.73,CN,1593607196
397,kishtwar,33.32,75.77,79.36,43,38,4.36,IN,1593607196
398,alta floresta,-9.88,-56.09,82.08,54,20,2.95,BR,1593607196
399,snezhnogorsk,69.19,33.25,57.2,87,75,15.66,RU,1593607196
400,khash,28.22,61.22,90.75,22,38,15.93,IR,1593607197
401,butembo,0.15,29.28,72.25,64,100,1.16,CD,1593607197
402,batagay,67.63,134.63,62.13,46,100,3.76,RU,1593607197
403,yaan,7.38,8.57,84.42,70,87,2.62,NG,1593607198
404,honiara,-9.43,159.95,75.2,94,40,5.41,SB,1593607041
405,waipawa,-41.41,175.52,46.4,81,100,42.5,NZ,1593607198
406,paso de los toros,-32.82,-56.52,46.4,87,20,14.99,UY,1593607198
407,laguna,38.42,-121.42,62.01,72,1,4.7,US,1593607198
408,mugur-aksy,50.35,90.5,59.27,57,40,2.62,RU,1593607198
409,bairiki,1.33,172.98,77.0,94,75,3.36,KI,1593607198
410,portland,45.52,-122.68,57.2,67,90,5.79,US,1593607136
411,dalbandin,28.89,64.41,96.35,24,99,11.86,PK,1593607199
412,maceio,-9.67,-35.74,73.4,88,75,2.24,BR,1593607199
413,ocna de fier,45.33,21.78,91.99,35,0,3.36,RO,1593607199
414,beloha,-25.17,45.05,68.41,56,73,12.44,MG,1593607199
415,lavrentiya,65.58,-171.0,43.05,94,100,8.21,RU,1593607199
416,micheweni,-4.97,39.83,79.97,69,100,19.3,TZ,1593607200
417,ikorodu,6.62,3.5,80.6,83,75,3.36,NG,1593607200
418,ibra,22.69,58.53,98.29,33,49,22.01,OM,1593607200
419,nieuw amsterdam,5.88,-55.08,77.0,88,75,4.7,SR,1593607200
420,kaabong,3.48,34.15,76.87,50,94,2.26,UG,1593607200
421,pocone,-16.26,-56.62,70.68,70,97,10.02,BR,1593607201
422,carutapera,-1.2,-46.02,84.96,66,5,3.15,BR,1593607201
423,rio grande,-32.03,-52.1,53.01,93,90,14.99,BR,1593607025
424,karla,59.37,24.93,64.0,87,75,8.05,EE,1593607201
425,lamont,35.26,-118.91,71.6,37,1,4.7,US,1593607201
426,turukhansk,65.82,87.98,64.6,53,56,7.78,RU,1593607202
427,bayan,46.08,127.4,69.6,71,0,3.24,CN,1593607202
428,roma,43.21,-75.46,64.99,88,90,3.36,US,1593607150
429,kamyshin,50.1,45.42,81.1,36,100,7.16,RU,1593607203
430,isla vista,34.41,-119.86,59.0,87,90,4.7,US,1593607203
431,te anau,-45.42,167.72,39.78,89,95,0.92,NZ,1593607203
432,waingapu,-9.66,120.26,73.81,82,0,9.89,ID,1593607203
433,bahia honda,22.9,-83.16,79.9,81,7,7.02,CU,1593607204
434,pokhara,28.23,83.98,77.22,81,94,1.99,NP,1593607204
435,sorland,67.67,12.69,50.0,71,40,12.75,NO,1593607204
436,savannakhet,16.57,104.75,79.5,86,100,11.43,LA,1593607205
437,tikrit,34.61,43.68,104.7,9,0,12.48,IQ,1593607205
438,lampang,18.33,99.5,77.0,79,100,2.93,TH,1593607205
439,lata,40.16,-8.33,82.0,52,0,11.99,PT,1593607205
440,kenai,60.55,-151.26,48.2,70,1,4.09,US,1593607205
441,banjar,-8.19,114.97,80.6,88,40,13.87,ID,1593607205
442,agdas,40.65,47.48,93.2,30,75,10.29,AZ,1593607206
443,greenfield,42.96,-88.01,73.99,78,75,4.7,US,1593607206
444,oarai,36.32,140.6,75.2,88,75,11.41,JP,1593607206
445,nizhniy odes,63.64,54.86,66.27,38,98,9.98,RU,1593607207
446,uhlove,44.82,33.6,81.36,62,0,12.3,UA,1593607207
447,kudahuvadhoo,2.67,72.89,84.52,65,37,2.08,MV,1593607207
448,la cruz,23.92,-106.9,78.01,93,100,3.44,MX,1593607207
449,moron,-34.65,-58.62,45.0,92,31,4.0,AR,1593607025
450,coihaique,-45.58,-72.07,32.0,87,90,4.7,CL,1593607207
451,tual,-5.67,132.75,79.84,82,71,15.82,ID,1593607207
452,basco,20.45,121.97,84.92,79,100,8.34,PH,1593607208
453,port hardy,50.7,-127.42,53.29,89,99,8.01,CA,1593607208
454,grindavik,63.84,-22.43,51.8,81,90,11.41,IS,1593607208
455,torata,-17.08,-70.84,59.95,27,8,0.76,PE,1593607208
456,trinidad,-14.83,-64.9,72.36,52,3,9.8,BO,1593607208
457,bihoro,43.82,144.1,55.99,83,100,3.0,JP,1593607208
458,road town,18.42,-64.62,86.0,74,40,9.17,VG,1593607153
459,tacoronte,28.48,-16.41,82.0,72,20,19.46,ES,1593607209
460,yerofey pavlovich,53.97,121.97,68.16,57,12,4.88,RU,1593607209
461,hangu,39.25,117.79,86.0,54,91,8.95,CN,1593607209
462,tiquicheo,18.88,-100.73,73.09,87,100,0.47,MX,1593607209
463,ketchikan,55.34,-131.65,55.4,87,1,8.05,US,1593606948
464,boyolangu,-8.12,111.89,75.42,86,77,6.98,ID,1593607210
465,viedma,-40.81,-63.0,42.85,88,93,6.44,AR,1593606983
466,kamaishi,39.27,141.88,68.97,92,100,5.44,JP,1593607210
467,vitim,59.45,112.56,74.68,51,99,2.59,RU,1593607210
468,metsavan,41.2,44.23,71.6,43,75,5.82,AM,1593607211
469,shenjiamen,29.96,122.3,73.6,85,100,10.13,CN,1593607211
470,zhanaozen,43.3,52.8,88.45,15,0,14.97,KZ,1593607211
471,sangar,63.92,127.47,73.65,51,88,4.76,RU,1593607211
472,sayan,-11.14,-77.19,67.1,43,98,1.77,PE,1593607211
473,requena,39.49,-1.1,93.99,11,0,16.91,ES,1593607211
474,beaverlodge,55.22,-119.44,55.4,100,90,12.75,CA,1593607212
475,tongchuan,35.08,109.09,74.23,59,57,4.68,CN,1593607212
476,avera,33.19,-82.53,75.2,94,1,8.05,US,1593607212
477,oistins,13.07,-59.53,86.0,74,40,12.75,BB,1593607212
478,bonavista,48.65,-53.11,68.0,84,100,21.0,CA,1593607213
479,hobyo,5.35,48.53,84.06,55,73,33.04,SO,1593607213
480,dzerzhinskoye,56.83,95.23,79.59,64,0,6.8,RU,1593607213
481,kemijarvi,66.71,27.43,51.66,89,100,11.86,FI,1593607213
482,aklera,24.42,76.57,99.25,34,57,7.56,IN,1593607214
483,morondava,-20.28,44.28,78.58,55,0,17.72,MG,1593607214
484,malanje,-9.54,16.34,87.84,15,78,5.97,AO,1593607214
485,lasa,46.62,10.7,72.0,77,75,3.36,IT,1593607214
486,tolaga bay,-38.37,178.3,43.48,68,99,11.81,NZ,1593607214
487,bamboo,18.39,-77.26,79.0,88,99,8.08,JM,1593607215
488,ingham,42.6,-84.38,69.8,88,40,3.36,US,1593607215
489,kishni,27.02,79.26,103.14,29,87,6.89,IN,1593607215
490,chik ballapur,13.43,77.72,82.4,61,40,12.75,IN,1593607215
491,tsybli,49.99,31.56,82.4,37,0,8.95,UA,1593607216
492,vostok,46.49,135.88,55.72,93,0,0.54,RU,1593607216
493,buraydah,26.33,43.98,109.4,16,0,2.24,SA,1593607216
494,pak phanang,8.35,100.2,82.78,77,100,6.33,TH,1593607216
495,findlay,41.04,-83.65,72.0,68,1,9.17,US,1593607216
496,conceicao da barra,-18.59,-39.73,76.75,73,52,7.27,BR,1593607216
497,port-gentil,-0.72,8.78,80.6,74,20,10.29,GA,1593607217
498,batemans bay,-35.72,150.18,48.0,82,30,7.34,AU,1593607217
499,yerbogachen,61.28,108.01,75.63,67,2,6.6,RU,1593607217
500,lakes entrance,-37.88,147.98,48.0,81,0,1.01,AU,1593607217
501,la ronge,55.1,-105.28,59.0,100,90,12.75,CA,1593607218
502,yen bai,21.7,104.87,84.07,81,100,1.63,VN,1593607206
503,verkhozim,52.71,45.42,68.95,79,96,7.9,RU,1593607218
504,diffa,13.32,12.61,100.81,22,34,2.37,NE,1593607218
505,mollendo,-17.02,-72.01,61.12,74,87,5.32,PE,1593607218
506,oum hadjer,13.3,19.7,95.76,32,3,10.65,TD,1593607218
507,chara,56.91,118.26,66.65,55,100,4.88,RU,1593607219
508,bijie,27.31,105.29,65.01,90,100,5.64,CN,1593607219
509,castenaso,44.51,11.47,91.99,46,20,4.7,IT,1593607219
510,medea,36.26,2.75,91.4,38,40,14.99,DZ,1593607219
511,igrim,63.19,64.42,63.82,45,86,4.32,RU,1593607219
512,perth,-31.93,115.83,53.01,87,73,5.82,AU,1593607220
513,labuhan,-6.88,112.21,79.79,81,44,7.56,ID,1593607220
514,matara,5.95,80.54,81.09,82,51,10.94,LK,1593607220
515,lichuan,30.3,108.85,63.77,97,100,3.0,CN,1593607220
516,extremoz,-5.71,-35.31,77.0,88,75,9.17,BR,1593607220
517,otradnoye,59.78,30.82,61.0,82,75,11.18,RU,1593607220
518,varadero,23.15,-81.25,77.0,94,20,3.36,CU,1593607221
519,aksu,41.12,80.26,90.45,13,0,9.84,CN,1593607221
520,atambua,-9.11,124.89,67.87,82,30,4.99,ID,1593607221
521,ahwa,20.75,73.68,81.46,80,85,7.23,IN,1593607221
522,huntington,38.42,-82.45,71.01,100,90,1.01,US,1593607106
523,parrita,9.52,-84.32,68.0,77,100,8.05,CR,1593607221
524,kolokani,13.57,-8.03,93.65,38,67,5.88,ML,1593607221
525,soldotna,60.49,-151.06,48.2,75,1,3.36,US,1593607222
526,vao,-22.67,167.48,68.07,54,79,11.56,NC,1593607222
527,marquette,46.53,-87.63,72.0,82,5,4.83,US,1593607222
528,almeirim,-1.52,-52.58,81.93,71,39,3.65,BR,1593607222
529,pangkalanbuun,-2.68,111.62,76.17,93,34,3.58,ID,1593607222
530,puerto suarez,-18.95,-57.8,64.4,55,75,8.05,BO,1593607223
531,nome,64.5,-165.41,48.2,87,90,10.29,US,1593607158
532,praia da vitoria,38.73,-27.07,68.0,68,20,8.7,PT,1593607223
533,maragogi,-9.01,-35.22,79.23,67,0,8.1,BR,1593607102
534,okhotsk,59.38,143.3,47.66,81,100,5.5,RU,1593607223
535,byron bay,-28.65,153.62,57.0,93,0,7.52,AU,1593607224
536,teguldet,57.31,88.17,76.17,55,66,7.43,RU,1593607224
537,mecca,21.43,39.83,106.65,10,29,18.66,SA,1593607224
538,oliveira dos brejinhos,-12.32,-42.9,82.51,47,0,2.98,BR,1593607224
539,el sauzal,31.9,-116.68,66.0,82,66,1.01,MX,1593607225
540,ngunguru,-35.62,174.5,44.01,94,12,1.01,NZ,1593607225
541,goderich,43.75,-81.72,72.0,89,0,6.11,CA,1593607225
542,shelburne,44.08,-80.2,68.0,77,1,3.36,CA,1593606994
543,vallenar,-28.57,-70.76,64.33,26,88,2.13,CL,1593607225
544,fairbanks,64.84,-147.72,39.99,100,40,3.36,US,1593607204
545,bayanday,53.07,105.51,68.85,63,82,6.44,RU,1593607225
546,talara,-4.58,-81.27,65.35,79,58,16.71,PE,1593607226
547,vila velha,-20.33,-40.29,77.0,73,20,11.41,BR,1593607226
548,tortoli,39.93,9.66,87.01,62,20,10.29,IT,1593607226
549,lingyuan,41.24,119.4,67.24,87,100,3.09,CN,1593607226
550,saint paul,44.94,-93.09,75.99,88,1,3.36,US,1593607226
551,ahipara,-35.17,173.17,50.85,77,0,9.06,NZ,1593607226
552,limay,14.53,120.55,86.0,74,20,3.36,PH,1593607227
553,zyryanka,65.75,150.85,51.35,58,0,6.6,RU,1593607227
554,erzin,36.96,36.2,80.01,83,0,11.99,TR,1593607227
555,cabedelo,-6.98,-34.83,77.0,83,75,8.05,BR,1593607227
556,oron,4.83,8.23,84.63,73,77,1.7,NG,1593607227
557,jose bonifacio,-21.05,-49.69,64.24,65,100,12.08,BR,1593607227
558,griffith,41.53,-87.42,72.0,83,1,6.93,US,1593607228
559,tezu,27.92,96.17,79.75,83,97,2.24,IN,1593607228
560,kwekwe,-18.93,29.81,71.22,29,0,9.78,ZW,1593607228
561,faanui,-16.48,-151.75,79.02,74,80,21.61,PF,1593607228
562,radzyn podlaski,51.78,22.62,78.8,47,0,11.41,PL,1593607229
563,shimanovsk,52.0,127.7,71.55,54,94,5.5,RU,1593607229
564,san jeronimo,-11.95,-75.28,47.86,56,0,1.12,PE,1593607229
